# Monthly Data for Mar 1950 to Mar 2014
#
# (As of: Fri Mar 14 18:08:55 PDT 2014)
"#  **Provisional data, subject to revision**"
#
"Date,Station Id,Station Name,Air Temperature Average (degF),Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment - Snow-adj (in),Reservoir Storage Volume (ac_ft),Elevation (ft),Start Date,End Date"
"Sep 1998,724,RUBICON #2,50,0.0,,52.8,82,32,3.90,,7689,1980-08-06,2100-01-01"
"Oct 1998,724,RUBICON #2,39,0.0,,0.0,60,25,0.80,,7689,1980-08-06,2100-01-01"
"Nov 1998,724,RUBICON #2,31,0.0,,0.8,52,13,9.00,,7689,1980-08-06,2100-01-01"
"Dec 1998,724,RUBICON #2,27,6.9,,9.8,49,1,3.70,,7689,1980-08-06,2100-01-01"
"Jan 1999,724,RUBICON #2,30,10.6,,12.8,49,9,13.30,,7689,1980-08-06,2100-01-01"
"Feb 1999,724,RUBICON #2,27,23.9,,22.5,47,5,17.20,,7689,1980-08-06,2100-01-01"
"Mar 1999,724,RUBICON #2,29,41.1,,33.8,52,10,4.70,,7689,1980-08-06,2100-01-01"
"Apr 1999,724,RUBICON #2,31,45.8,,37.1,61,5,4.30,,7689,1980-08-06,2100-01-01"
"May 1999,724,RUBICON #2,42,46.9,,41.4,67,22,1.40,,7689,1980-08-06,2100-01-01"
"Jun 1999,724,RUBICON #2,50,18.0,,42.8,77,23,0.70,,7689,1980-08-06,2100-01-01"
"Jul 1999,724,RUBICON #2,59,0.0,,43.5,84,43,0.00,,7689,1980-08-06,2100-01-01"
"Aug 1999,724,RUBICON #2,55,0.0,,43.5,79,32,1.40,,7689,1980-08-06,2100-01-01"
"Sep 1999,724,RUBICON #2,54,0.0,,44.9,77,35,0.30,,7689,1980-08-06,2100-01-01"
"Oct 1999,724,RUBICON #2,48,0.0,,0.0,70,29,1.90,,7689,1980-08-06,2100-01-01"
"Nov 1999,724,RUBICON #2,38,0.0,,1.9,59,14,2.20,,7689,1980-08-06,2100-01-01"
"Dec 1999,724,RUBICON #2,30,0.8,,4.1,50,14,1.60,,7689,1980-08-06,2100-01-01"
"Jan 2000,724,RUBICON #2,28,2.2,,5.7,43,9,12.00,,7689,1980-08-06,2100-01-01"
"Feb 2000,724,RUBICON #2,29,12.2,,17.7,49,8,11.70,,7689,1980-08-06,2100-01-01"
"Mar 2000,724,RUBICON #2,32,23.9,,27.5,57,15,2.20,,7689,1980-08-06,2100-01-01"
"Apr 2000,724,RUBICON #2,39,24.9,,29.7,65,22,2.00,,7689,1980-08-06,2100-01-01"
"May 2000,724,RUBICON #2,,17.1,,31.7,,,3.20,,7689,1980-08-06,2100-01-01"
"Jun 2000,724,RUBICON #2,57,0.0,,34.9,81,31,0.20,,7689,1980-08-06,2100-01-01"
"Jul 2000,724,RUBICON #2,58,0.0,,35.1,84,37,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2000,724,RUBICON #2,60,0.0,,35.1,83,42,0.00,,7689,1980-08-06,2100-01-01"
"Sep 2000,724,RUBICON #2,52,0.0,,35.1,80,30,1.50,,7689,1980-08-06,2100-01-01"
"Oct 2000,724,RUBICON #2,42,0.0,,0.0,72,22,2.90,,7689,1980-08-06,2100-01-01"
"Nov 2000,724,RUBICON #2,31,1.7,,2.9,51,10,2.00,,7689,1980-08-06,2100-01-01"
"Dec 2000,724,RUBICON #2,33,3.2,,4.9,49,16,1.90,,7689,1980-08-06,2100-01-01"
"Jan 2001,724,RUBICON #2,27,5.0,,6.8,49,9,2.70,,7689,1980-08-06,2100-01-01"
"Feb 2001,724,RUBICON #2,25,6.8,,9.5,52,6,7.30,,7689,1980-08-06,2100-01-01"
"Mar 2001,724,RUBICON #2,36,14.1,,15.5,60,12,2.60,,7689,1980-08-06,2100-01-01"
"Apr 2001,724,RUBICON #2,33,12.3,,18.1,63,12,4.30,,7689,1980-08-06,2100-01-01"
"May 2001,724,RUBICON #2,,11.3,,22.4,,26,0.10,,7689,1980-08-06,2100-01-01"
"Jun 2001,724,RUBICON #2,58,0.0,,22.5,82,33,0.20,,7689,1980-08-06,2100-01-01"
"Jul 2001,724,RUBICON #2,62,0.0,,22.7,87,45,0.20,,7689,1980-08-06,2100-01-01"
"Aug 2001,724,RUBICON #2,65,0.0,,22.9,86,49,0.00,,7689,1980-08-06,2100-01-01"
"Sep 2001,724,RUBICON #2,56,0.0,,22.9,74,41,0.80,,7689,1980-08-06,2100-01-01"
"Oct 2001,724,RUBICON #2,50,0.0,,0.0,73,32,1.20,,7689,1980-08-06,2100-01-01"
"Nov 2001,724,RUBICON #2,36,0.0,,1.2,56,16,6.60,,7689,1980-08-06,2100-01-01"
"Dec 2001,724,RUBICON #2,29,2.8,,7.8,46,12,10.70,,7689,1980-08-06,2100-01-01"
"Jan 2002,724,RUBICON #2,29,13.2,,18.5,50,6,4.60,,7689,1980-08-06,2100-01-01"
"Feb 2002,724,RUBICON #2,34,16.2,,23.1,53,17,3.60,,7689,1980-08-06,2100-01-01"
"Mar 2002,724,RUBICON #2,32,19.8,,25.8,61,11,5.40,,7689,1980-08-06,2100-01-01"
"Apr 2002,724,RUBICON #2,38,23.2,,31.2,62,18,2.80,,7689,1980-08-06,2100-01-01"
"May 2002,724,RUBICON #2,44,16.8,,34.0,72,22,0.80,,7689,1980-08-06,2100-01-01"
"Jun 2002,724,RUBICON #2,56,0.0,,34.8,78,29,0.00,,7689,1980-08-06,2100-01-01"
"Jul 2002,724,RUBICON #2,63,0.0,,34.8,88,48,0.80,,7689,1980-08-06,2100-01-01"
"Aug 2002,724,RUBICON #2,59,0.0,,35.6,83,42,0.30,,7689,1980-08-06,2100-01-01"
"Sep 2002,724,RUBICON #2,54,0.0,,35.9,77,33,0.00,,7689,1980-08-06,2100-01-01"
"Oct 2002,724,RUBICON #2,44,0.0,,0.0,67,27,0.20,,7689,1980-08-06,2100-01-01"
"Nov 2002,724,RUBICON #2,38,0.0,,0.2,53,22,5.60,,7689,1980-08-06,2100-01-01"
"Dec 2002,724,RUBICON #2,30,1.3,,5.8,46,15,12.30,,7689,1980-08-06,2100-01-01"
"Jan 2003,724,RUBICON #2,38,12.3,,18.1,55,20,3.00,,7689,1980-08-06,2100-01-01"
"Feb 2003,724,RUBICON #2,29,13.6,,21.1,49,14,3.30,,7689,1980-08-06,2100-01-01"
"Mar 2003,724,RUBICON #2,35,16.9,,23.2,59,20,3.00,,7689,1980-08-06,2100-01-01"
"Apr 2003,724,RUBICON #2,31,16.4,,26.2,56,14,8.70,,7689,1980-08-06,2100-01-01"
"May 2003,724,RUBICON #2,44,25.0,,34.9,72,21,1.90,,7689,1980-08-06,2100-01-01"
"Jun 2003,724,RUBICON #2,56,1.3,,36.8,77,34,0.20,,7689,1980-08-06,2100-01-01"
"Jul 2003,724,RUBICON #2,63,0.0,,37.0,85,49,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2003,724,RUBICON #2,59,0.0,,37.0,78,46,2.40,,7689,1980-08-06,2100-01-01"
"Sep 2003,724,RUBICON #2,57,0.0,0,39.4,74,38,1.40,,7689,1980-08-06,2100-01-01"
"Oct 2003,724,RUBICON #2,51,0.0,0,0.0,67,22,0.70,,7689,1980-08-06,2100-01-01"
"Nov 2003,724,RUBICON #2,33,0.7,15,0.7,54,14,2.50,,7689,1980-08-06,2100-01-01"
"Dec 2003,724,RUBICON #2,31,2.0,9,3.2,50,10,11.30,,7689,1980-08-06,2100-01-01"
"Jan 2004,724,RUBICON #2,31,13.2,54,14.5,50,8,4.90,,7689,1980-08-06,2100-01-01"
"Feb 2004,724,RUBICON #2,28,18.1,54,18.6,43,16,8.90,,7689,1980-08-06,2100-01-01"
"Mar 2004,724,RUBICON #2,41,27.0,87,27.3,62,21,1.20,,7689,1980-08-06,2100-01-01"
"Apr 2004,724,RUBICON #2,40,23.7,51,28.5,63,23,1.00,,7689,1980-08-06,2100-01-01"
"May 2004,724,RUBICON #2,46,13.6,29,29.5,66,28,1.00,,7689,1980-08-06,2100-01-01"
"Jun 2004,724,RUBICON #2,55,0.0,0,30.5,73,32,0.40,,7689,1980-08-06,2100-01-01"
"Jul 2004,724,RUBICON #2,62,0.0,0,30.9,78,47,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2004,724,RUBICON #2,60,0.0,0,30.9,80,45,0.10,,7689,1980-08-06,2100-01-01"
"Sep 2004,724,RUBICON #2,54,0.0,0,31.0,74,29,0.30,,7689,1980-08-06,2100-01-01"
"Oct 2004,724,RUBICON #2,42,0.0,0,0.0,66,21,5.70,,7689,1980-08-06,2100-01-01"
"Nov 2004,724,RUBICON #2,34,3.5,20,5.7,52,10,2.20,,7689,1980-08-06,2100-01-01"
"Dec 2004,724,RUBICON #2,34,4.7,23,7.9,54,17,8.70,,7689,1980-08-06,2100-01-01"
"Jan 2005,724,RUBICON #2,32,13.4,62,16.1,57,18,11.10,,7689,1980-08-06,2100-01-01"
"Feb 2005,724,RUBICON #2,32,24.5,72,25.3,47,20,5.30,,7689,1980-08-06,2100-01-01"
"Mar 2005,724,RUBICON #2,35,29.8,86,29.7,60,18,9.70,,7689,1980-08-06,2100-01-01"
"Apr 2005,724,RUBICON #2,36,39.5,97,37.7,58,18,2.90,,7689,1980-08-06,2100-01-01"
"May 2005,724,RUBICON #2,44,39.3,77,40.6,68,24,4.70,,7689,1980-08-06,2100-01-01"
"Jun 2005,724,RUBICON #2,49,10.4,24,45.3,74,26,2.00,,7689,1980-08-06,2100-01-01"
"Jul 2005,724,RUBICON #2,64,0.0,0,47.3,81,50,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2005,724,RUBICON #2,60,0.0,0,47.3,78,43,0.50,,7689,1980-08-06,2100-01-01"
"Sep 2005,724,RUBICON #2,50,0.0,0,47.8,72,33,0.90,,7689,1980-08-06,2100-01-01"
"Oct 2005,724,RUBICON #2,44,0.0,0,0.0,64,29,1.60,,7689,1980-08-06,2100-01-01"
"Nov 2005,724,RUBICON #2,39,0.0,0,1.6,56,17,3.40,,7689,1980-08-06,2100-01-01"
"Dec 2005,724,RUBICON #2,33,1.9,6,5.0,53,16,18.30,,7689,1980-08-06,2100-01-01"
"Jan 2006,724,RUBICON #2,31,7.3,24,23.3,51,15,11.00,,7689,1980-08-06,2100-01-01"
"Feb 2006,724,RUBICON #2,32,18.3,50,31.0,51,9,5.20,,7689,1980-08-06,2100-01-01"
"Mar 2006,724,RUBICON #2,26,23.1,56,36.2,50,8,10.60,,7689,1980-08-06,2100-01-01"
"Apr 2006,724,RUBICON #2,37,31.9,92,46.8,63,18,8.20,,7689,1980-08-06,2100-01-01"
"May 2006,724,RUBICON #2,47,36.0,72,55.0,69,25,1.20,,7689,1980-08-06,2100-01-01"
"Jun 2006,724,RUBICON #2,57,2.3,14,56.2,80,35,0.00,,7689,1980-08-06,2100-01-01"
"Jul 2006,724,RUBICON #2,64,0.0,0,56.2,81,47,0.20,,7689,1980-08-06,2100-01-01"
"Aug 2006,724,RUBICON #2,59,0.0,0,56.4,74,45,0.00,,7689,1980-08-06,2100-01-01"
"Sep 2006,724,RUBICON #2,54,0.0,0,56.4,76,31,0.40,,7689,1980-08-06,2100-01-01"
"Oct 2006,724,RUBICON #2,44,0.0,0,0.0,61,30,0.30,,7689,1980-08-06,2100-01-01"
"Nov 2006,724,RUBICON #2,37,0.0,0,0.3,57,13,4.80,,7689,1980-08-06,2100-01-01"
"Dec 2006,724,RUBICON #2,33,0.6,7,5.1,51,12,4.00,,7689,1980-08-06,2100-01-01"
"Jan 2007,724,RUBICON #2,29,4.1,21,9.1,53,3,1.40,,7689,1980-08-06,2100-01-01"
"Feb 2007,724,RUBICON #2,32,5.3,22,10.5,53,14,8.60,,7689,1980-08-06,2100-01-01"
"Mar 2007,724,RUBICON #2,39,13.9,63,18.9,62,14,1.60,,7689,1980-08-06,2100-01-01"
"Apr 2007,724,RUBICON #2,40,12.0,33,20.5,64,18,2.60,,7689,1980-08-06,2100-01-01"
"May 2007,724,RUBICON #2,48,5.8,17,23.1,70,22,0.90,,7689,1980-08-06,2100-01-01"
"Jun 2007,724,RUBICON #2,56,0.0,0,24.0,74,27,0.60,,7689,1980-08-06,2100-01-01"
"Jul 2007,724,RUBICON #2,63,0.0,0,24.6,84,46,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2007,724,RUBICON #2,62,0.0,0,24.6,79,44,0.00,,7689,1980-08-06,2100-01-01"
"Sep 2007,724,RUBICON #2,51,0.0,0,24.6,76,27,2.20,,7689,1980-08-06,2100-01-01"
"Oct 2007,724,RUBICON #2,43,0.0,0,0.0,66,26,2.30,,7689,1980-08-06,2100-01-01"
"Nov 2007,724,RUBICON #2,40,0.0,0,2.3,59,23,1.80,,7689,1980-08-06,2100-01-01"
"Dec 2007,724,RUBICON #2,29,0.0,0,4.1,52,12,4.30,,7689,1980-08-06,2100-01-01"
"Jan 2008,724,RUBICON #2,28,4.1,19,8.4,48,12,13.10,,7689,1980-08-06,2100-01-01"
"Feb 2008,724,RUBICON #2,32,17.2,67,19.0,56,14,7.70,,7689,1980-08-06,2100-01-01"
"Mar 2008,724,RUBICON #2,34,24.9,68,24.4,53,18,1.60,,7689,1980-08-06,2100-01-01"
"Apr 2008,724,RUBICON #2,37,26.3,57,26.0,61,16,0.40,,7689,1980-08-06,2100-01-01"
"May 2008,724,RUBICON #2,44,19.1,37,26.4,73,26,1.20,,7689,1980-08-06,2100-01-01"
"Jun 2008,724,RUBICON #2,56,0.0,0,27.6,76,33,0.00,,7689,1980-08-06,2100-01-01"
"Jul 2008,724,RUBICON #2,63,0.0,0,27.6,80,49,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2008,724,RUBICON #2,63,0.0,0,27.6,82,40,0.40,,7689,1980-08-06,2100-01-01"
"Sep 2008,724,RUBICON #2,56,0.0,0,28.0,76,36,0.00,,7689,1980-08-06,2100-01-01"
"Oct 2008,724,RUBICON #2,46,0.0,0,0.0,67,21,2.20,,7689,1980-08-06,2100-01-01"
"Nov 2008,724,RUBICON #2,40,0.0,0,2.2,58,21,4.00,,7689,1980-08-06,2100-01-01"
"Dec 2008,724,RUBICON #2,31,0.1,1,6.2,55,8,7.20,,7689,1980-08-06,2100-01-01"
"Jan 2009,724,RUBICON #2,35,7.3,30,13.1,54,14,2.80,,7689,1980-08-06,2100-01-01"
"Feb 2009,724,RUBICON #2,30,10.1,27,15.9,52,10,6.10,,7689,1980-08-06,2100-01-01"
"Mar 2009,724,RUBICON #2,32,16.2,44,21.4,54,14,6.70,,7689,1980-08-06,2100-01-01"
"Apr 2009,724,RUBICON #2,38,22.2,53,28.1,64,15,1.40,,7689,1980-08-06,2100-01-01"
"May 2009,724,RUBICON #2,50,16.0,34,29.5,72,32,4.60,,7689,1980-08-06,2100-01-01"
"Jun 2009,724,RUBICON #2,51,0.0,0,34.1,77,34,1.40,,7689,1980-08-06,2100-01-01"
"Jul 2009,724,RUBICON #2,63,0.0,0,35.5,81,46,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2009,724,RUBICON #2,59,0.0,0,35.5,79,38,0.10,,7689,1980-08-06,2100-01-01"
"Sep 2009,724,RUBICON #2,58,0.0,0,35.6,76,29,0.20,,7689,1980-08-06,2100-01-01"
"Oct 2009,724,RUBICON #2,42,0.0,0,0.0,64,20,3.80,,7689,1980-08-06,2100-01-01"
"Nov 2009,724,RUBICON #2,38,0.0,0,3.8,64,22,1.90,,7689,1980-08-06,2100-01-01"
"Dec 2009,724,RUBICON #2,30,1.7,8,5.7,49,7,6.80,,7689,1980-08-06,2100-01-01"
"Jan 2010,724,RUBICON #2,33,8.5,33,12.3,48,18,7.40,,7689,1980-08-06,2100-01-01"
"Feb 2010,724,RUBICON #2,32,15.9,54,19.1,50,18,5.00,,7689,1980-08-06,2100-01-01"
"Mar 2010,724,RUBICON #2,33,20.9,64,23.8,55,13,5.60,,7689,1980-08-06,2100-01-01"
"Apr 2010,724,RUBICON #2,34,25.3,74,29.4,57,16,5.60,,7689,1980-08-06,2100-01-01"
"May 2010,724,RUBICON #2,39,29.4,69,35.0,58,18,3.10,,7689,1980-08-06,2100-01-01"
"Jun 2010,724,RUBICON #2,52,21.7,46,38.1,76,36,0.10,,7689,1980-08-06,2100-01-01"
"Jul 2010,724,RUBICON #2,62,0.0,0,38.2,78,44,0.00,,7689,1980-08-06,2100-01-01"
"Aug 2010,724,RUBICON #2,58,0.0,0,38.2,80,36,0.40,,7689,1980-08-06,2100-01-01"
"Sep 2010,724,RUBICON #2,55,0.0,0,38.6,76,33,0.10,,7689,1980-08-06,2100-01-01"
"Oct 2010,724,RUBICON #2,44,0.0,0,0.0,74,25,8.50,,7689,1980-08-06,2100-01-01"
"Nov 2010,724,RUBICON #2,34,0.0,0,8.5,66,9,7.20,,7689,1980-08-06,2100-01-01"
"Dec 2010,724,RUBICON #2,32,5.8,29,15.7,53,7,14.90,,7689,1980-08-06,2100-01-01"
"Jan 2011,724,RUBICON #2,35,20.7,70,29.5,54,14,1.80,,7689,1980-08-06,2100-01-01"
"Feb 2011,724,RUBICON #2,28,22.5,61,31.1,50,5,7.00,,7689,1980-08-06,2100-01-01"
"Mar 2011,724,RUBICON #2,32,29.5,92,38.1,64,17,16.80,,7689,1980-08-06,2100-01-01"
"Apr 2011,724,RUBICON #2,35,46.3,113,51.6,64,12,2.70,,7689,1980-08-06,2100-01-01"
"May 2011,724,RUBICON #2,40,47.4,91,54.3,62,18,3.10,,7689,1980-08-06,2100-01-01"
"Jun 2011,724,RUBICON #2,49,42.2,70,57.4,70,26,2.60,,7689,1980-08-06,2100-01-01"
"Jul 2011,724,RUBICON #2,59,0.0,0,60.0,76,40,0.30,,7689,1980-08-06,2100-01-01"
"Aug 2011,724,RUBICON #2,60,0.0,0,60.3,77,48,0.30,,7689,1980-08-06,2100-01-01"
"Sep 2011,724,RUBICON #2,57,0.0,0,60.6,71,43,0.20,,7689,1980-08-06,2100-01-01"
"Oct 2011,724,RUBICON #2,46,0.0,0,0.0,66,27,2.00,,7689,1980-08-06,2100-01-01"
"Nov 2011,724,RUBICON #2,35,0.0,0,2.0,53,16,1.70,,7689,1980-08-06,2100-01-01"
"Dec 2011,724,RUBICON #2,32,0.6,5,3.7,48,16,0.20,,7689,1980-08-06,2100-01-01"
"Jan 2012,724,RUBICON #2,36,0.6,3,3.9,54,10,6.00,,7689,1980-08-06,2100-01-01"
"Feb 2012,724,RUBICON #2,31,5.4,16,9.9,54,17,3.20,,7689,1980-08-06,2100-01-01"
"Mar 2012,724,RUBICON #2,33,7.8,35,13.1,56,11,8.90,,7689,1980-08-06,2100-01-01"
"Apr 2012,724,RUBICON #2,39,15.3,56,22.0,67,13,3.80,,7689,1980-08-06,2100-01-01"
"May 2012,724,RUBICON #2,47,10.5,24,25.8,70,28,0.10,,7689,1980-08-06,2100-01-01"
"Jun 2012,724,RUBICON #2,53,0.0,0,25.9,77,24,0.40,,7689,1980-08-06,2100-01-01"
"Jul 2012,724,RUBICON #2,61,0.0,0,26.3,80,48,0.20,,7689,1980-08-06,2100-01-01"
"Aug 2012,724,RUBICON #2,64,0.0,0,26.5,81,48,0.60,,7689,1980-08-06,2100-01-01"
"Sep 2012,724,RUBICON #2,58,0.0,0,27.1,75,45,0.30,,7689,1980-08-06,2100-01-01"
"Oct 2012,724,RUBICON #2,47,0.0,0,0.0,72,25,3.40,,7689,1980-08-06,2100-01-01"
"Nov 2012,724,RUBICON #2,38,1.7,4,3.4,61,15,6.30,,7689,1980-08-06,2100-01-01"
"Dec 2012,724,RUBICON #2,29,2.0,10,9.7,46,10,12.80,,7689,1980-08-06,2100-01-01"
"Jan 2013,724,RUBICON #2,31,11.4,47,22.5,53,6,1.10,,7689,1980-08-06,2100-01-01"
"Feb 2013,724,RUBICON #2,31,12.5,35,23.6,52,14,0.40,,7689,1980-08-06,2100-01-01"
"Mar 2013,724,RUBICON #2,38,11.8,35,24.0,61,22,3.30,,7689,1980-08-06,2100-01-01"
"Apr 2013,724,RUBICON #2,41,12.1,31,27.3,63,20,1.30,,7689,1980-08-06,2100-01-01"
"May 2013,724,RUBICON #2,46,1.3,4,28.6,67,31,1.90,,7689,1980-08-06,2100-01-01"
"Jun 2013,724,RUBICON #2,56,0.0,0,30.5,79,36,1.30,,7689,1980-08-06,2100-01-01"
"Jul 2013,724,RUBICON #2,64,0.0,0,31.8,84,48,0.50,,7689,1980-08-06,2100-01-01"
"Aug 2013,724,RUBICON #2,59,0.0,0,32.3,77,46,0.40,,7689,1980-08-06,2100-01-01"
"Sep 2013,724,RUBICON #2,53,0.0,0,32.7,73,30,0.80,,7689,1980-08-06,2100-01-01"
"Oct 2013,724,RUBICON #2,43,0.0,0,0.0,64,25,1.00,,7689,1980-08-06,2100-01-01"
"Nov 2013,724,RUBICON #2,39,0.3,3,1.0,57,19,1.00,,7689,1980-08-06,2100-01-01"
"Dec 2013,724,RUBICON #2,33,0.5,3,2.0,55,5,2.10,,7689,1980-08-06,2100-01-01"
"Jan 2014,724,RUBICON #2,37,1.8,9,4.1,52,18,2.70,,7689,1980-08-06,2100-01-01"
"Feb 2014,724,RUBICON #2,34,3.0,16,6.8,50,14,8.40,,7689,1980-08-06,2100-01-01"
"Mar 2014,724,RUBICON #2,,7.8,34,15.2,,,,,7689,1980-08-06,2100-01-01"
"Oct 1979,463,ECHO PEAK,,0.0,,0.0,,,8.10,,7670,1979-09-15,2100-01-01"
"Nov 1979,463,ECHO PEAK,,3.2,,8.1,,,5.80,,7670,1979-09-15,2100-01-01"
"Dec 1979,463,ECHO PEAK,,7.7,,13.9,,,,,7670,1979-09-15,2100-01-01"
"Jan 1980,463,ECHO PEAK,,,,,,,,,7670,1979-09-15,2100-01-01"
"Feb 1980,463,ECHO PEAK,,26.1,,48.6,,,,,7670,1979-09-15,2100-01-01"
"Mar 1980,463,ECHO PEAK,,,,,,,,,7670,1979-09-15,2100-01-01"
"Apr 1980,463,ECHO PEAK,,,,,,,,,7670,1979-09-15,2100-01-01"
"May 1980,463,ECHO PEAK,,,,,,,,,7670,1979-09-15,2100-01-01"
"Jun 1980,463,ECHO PEAK,,,,,,,,,7670,1979-09-15,2100-01-01"
"Jul 1980,463,ECHO PEAK,,0.0,,65.4,,,,,7670,1979-09-15,2100-01-01"
"Aug 1980,463,ECHO PEAK,,,,,,,,,7670,1979-09-15,2100-01-01"
"Sep 1980,463,ECHO PEAK,,0.0,,67.3,,,0.00,,7670,1979-09-15,2100-01-01"
"Oct 1980,463,ECHO PEAK,,0.0,,0.0,,,2.40,,7670,1979-09-15,2100-01-01"
"Nov 1980,463,ECHO PEAK,,0.4,,2.4,,,2.90,,7670,1979-09-15,2100-01-01"
"Dec 1980,463,ECHO PEAK,,2.0,,5.3,,,3.80,,7670,1979-09-15,2100-01-01"
"Jan 1981,463,ECHO PEAK,,5.1,,9.1,,,8.90,,7670,1979-09-15,2100-01-01"
"Feb 1981,463,ECHO PEAK,,14.0,,14.1,,,6.20,,7670,1979-09-15,2100-01-01"
"Mar 1981,463,ECHO PEAK,,14.9,,20.3,,,8.80,,7670,1979-09-15,2100-01-01"
"Apr 1981,463,ECHO PEAK,,23.7,,25.9,,,2.10,,7670,1979-09-15,2100-01-01"
"May 1981,463,ECHO PEAK,,8.6,,28.0,,,2.70,,7670,1979-09-15,2100-01-01"
"Jun 1981,463,ECHO PEAK,,0.3,,30.7,,,0.20,,7670,1979-09-15,2100-01-01"
"Jul 1981,463,ECHO PEAK,,0.0,,30.9,,,0.10,,7670,1979-09-15,2100-01-01"
"Aug 1981,463,ECHO PEAK,,0.0,,31.0,,,0.30,,7670,1979-09-15,2100-01-01"
"Sep 1981,463,ECHO PEAK,,0.0,,31.3,,,0.50,,7670,1979-09-15,2100-01-01"
"Oct 1981,463,ECHO PEAK,,0.0,,0.0,,,5.60,,7670,1979-09-15,2100-01-01"
"Nov 1981,463,ECHO PEAK,,2.6,,5.6,,,16.50,,7670,1979-09-15,2100-01-01"
"Dec 1981,463,ECHO PEAK,,8.3,,22.1,,,17.40,,7670,1979-09-15,2100-01-01"
"Jan 1982,463,ECHO PEAK,,19.7,,39.5,,,17.70,,7670,1979-09-15,2100-01-01"
"Feb 1982,463,ECHO PEAK,,37.4,,49.8,,,13.00,,7670,1979-09-15,2100-01-01"
"Mar 1982,463,ECHO PEAK,,39.7,,62.8,,,15.10,,7670,1979-09-15,2100-01-01"
"Apr 1982,463,ECHO PEAK,,54.8,,74.2,,,7.00,,7670,1979-09-15,2100-01-01"
"May 1982,463,ECHO PEAK,,50.1,,81.2,,,0.30,,7670,1979-09-15,2100-01-01"
"Jun 1982,463,ECHO PEAK,,8.9,,81.5,,,1.90,,7670,1979-09-15,2100-01-01"
"Jul 1982,463,ECHO PEAK,,0.0,,83.4,,,0.40,,7670,1979-09-15,2100-01-01"
"Aug 1982,463,ECHO PEAK,,0.0,,83.8,,,1.60,,7670,1979-09-15,2100-01-01"
"Sep 1982,463,ECHO PEAK,,0.0,,85.4,,,5.60,,7670,1979-09-15,2100-01-01"
"Oct 1982,463,ECHO PEAK,,0.0,,0.0,,,8.70,,7670,1979-09-15,2100-01-01"
"Nov 1982,463,ECHO PEAK,,2.3,,8.7,,,12.60,,7670,1979-09-15,2100-01-01"
"Dec 1982,463,ECHO PEAK,,14.4,,21.3,,,15.30,,7670,1979-09-15,2100-01-01"
"Jan 1983,463,ECHO PEAK,,28.8,,36.6,,,9.30,,7670,1979-09-15,2100-01-01"
"Feb 1983,463,ECHO PEAK,,38.1,,43.8,,,21.80,,7670,1979-09-15,2100-01-01"
"Mar 1983,463,ECHO PEAK,,59.9,,63.1,,,18.30,,7670,1979-09-15,2100-01-01"
"Apr 1983,463,ECHO PEAK,,78.2,,78.1,,,5.00,,7670,1979-09-15,2100-01-01"
"May 1983,463,ECHO PEAK,,83.2,,81.7,,,0.00,,7670,1979-09-15,2100-01-01"
"Jun 1983,463,ECHO PEAK,,54.0,,81.7,,,0.30,,7670,1979-09-15,2100-01-01"
"Jul 1983,463,ECHO PEAK,,0.9,,82.0,,,0.30,,7670,1979-09-15,2100-01-01"
"Aug 1983,463,ECHO PEAK,,0.0,,82.3,,,1.30,,7670,1979-09-15,2100-01-01"
"Sep 1983,463,ECHO PEAK,,0.0,,83.6,,,1.40,,7670,1979-09-15,2100-01-01"
"Oct 1983,463,ECHO PEAK,,0.0,,0.0,,,3.80,,7670,1979-09-15,2100-01-01"
"Nov 1983,463,ECHO PEAK,,0.0,,3.8,,,24.70,,7670,1979-09-15,2100-01-01"
"Dec 1983,463,ECHO PEAK,,15.3,,28.5,,,25.10,,7670,1979-09-15,2100-01-01"
"Jan 1984,463,ECHO PEAK,,39.4,,53.6,,,5.30,,7670,1979-09-15,2100-01-01"
"Feb 1984,463,ECHO PEAK,,44.7,,55.4,,,11.40,,7670,1979-09-15,2100-01-01"
"Mar 1984,463,ECHO PEAK,,55.5,,66.8,,,4.30,,7670,1979-09-15,2100-01-01"
"Apr 1984,463,ECHO PEAK,,51.2,,71.1,,,4.90,,7670,1979-09-15,2100-01-01"
"May 1984,463,ECHO PEAK,,43.9,,76.0,,,1.00,,7670,1979-09-15,2100-01-01"
"Jun 1984,463,ECHO PEAK,,0.0,,77.0,,,2.70,,7670,1979-09-15,2100-01-01"
"Jul 1984,463,ECHO PEAK,,0.0,,79.7,,,0.90,,7670,1979-09-15,2100-01-01"
"Aug 1984,463,ECHO PEAK,,0.0,,80.6,,,1.20,,7670,1979-09-15,2100-01-01"
"Sep 1984,463,ECHO PEAK,,0.0,,81.8,,,0.50,,7670,1979-09-15,2100-01-01"
"Oct 1984,463,ECHO PEAK,,0.5,,0.0,,,5.90,,7670,1979-09-15,2100-01-01"
