# Monthly Data for Mar 1950 to Mar 2014
#
# (As of: Fri Mar 14 18:08:55 PDT 2014)
"#  **Provisional data, subject to revision**"
#
"Date,Station Id,Station Name,Air Temperature Average (degF),Snow Water Equivalent (in),Snow Depth (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment - Snow-adj (in),Reservoir Storage Volume (ac_ft),Elevation (ft),Start Date,End Date"
"Dec 1996,428,CSS LAB,30,1.4,,12.0,55,11,36.20,,6855,1981-05-19,2100-01-01"
"Jan 1997,428,CSS LAB,29,23.6,,48.2,61,-3,28.80,,6855,1981-05-19,2100-01-01"
"Feb 1997,428,CSS LAB,30,44.5,,77.0,57,13,2.50,,6855,1981-05-19,2100-01-01"
"Mar 1997,428,CSS LAB,36,47.0,,79.2,61,6,3.00,,6855,1981-05-19,2100-01-01"
"Apr 1997,428,CSS LAB,36,36.0,,82.2,59,14,2.80,,6855,1981-05-19,2100-01-01"
"May 1997,428,CSS LAB,48,15.0,,85.0,70,24,3.00,,6855,1981-05-19,2100-01-01"
"Jun 1997,428,CSS LAB,51,0.0,,88.0,72,32,2.50,,6855,1981-05-19,2100-01-01"
"Jul 1997,428,CSS LAB,59,0.0,,90.5,78,32,0.00,,6855,1981-05-19,2100-01-01"
"Aug 1997,428,CSS LAB,58,0.0,,90.5,85,38,0.80,,6855,1981-05-19,2100-01-01"
"Sep 1997,428,CSS LAB,53,0.0,,91.3,77,31,1.30,,6855,1981-05-19,2100-01-01"
"Oct 1997,428,CSS LAB,42,0.0,,0.0,74,24,3.80,,6855,1981-05-19,2100-01-01"
"Nov 1997,428,CSS LAB,35,0.0,,3.8,70,21,7.20,,6855,1981-05-19,2100-01-01"
"Dec 1997,428,CSS LAB,27,4.7,,11.0,60,10,5.80,,6855,1981-05-19,2100-01-01"
"Jan 1998,428,CSS LAB,,10.0,,16.8,,,20.40,,6855,1981-05-19,2100-01-01"
"Feb 1998,428,CSS LAB,26,24.3,,37.2,44,7,22.80,,6855,1981-05-19,2100-01-01"
"Mar 1998,428,CSS LAB,31,46.4,,60.0,59,5,9.30,,6855,1981-05-19,2100-01-01"
"Apr 1998,428,CSS LAB,33,47.6,,69.3,65,6,6.50,,6855,1981-05-19,2100-01-01"
"May 1998,428,CSS LAB,35,42.8,,75.8,62,17,6.20,,6855,1981-05-19,2100-01-01"
"Jun 1998,428,CSS LAB,46,30.5,,82.0,67,32,2.70,,6855,1981-05-19,2100-01-01"
"Jul 1998,428,CSS LAB,59,0.0,,84.7,86,36,0.40,,6855,1981-05-19,2100-01-01"
"Aug 1998,428,CSS LAB,60,0.0,,85.1,86,36,0.70,,6855,1981-05-19,2100-01-01"
"Sep 1998,428,CSS LAB,52,0.0,,85.8,86,32,4.40,,6855,1981-05-19,2100-01-01"
"Oct 1998,428,CSS LAB,40,0.0,,0.0,64,24,2.60,,6855,1981-05-19,2100-01-01"
"Nov 1998,428,CSS LAB,31,0.1,,2.6,59,15,13.70,,6855,1981-05-19,2100-01-01"
"Dec 1998,428,CSS LAB,27,11.5,,16.3,67,-2,5.60,,6855,1981-05-19,2100-01-01"
"Jan 1999,428,CSS LAB,30,14.4,,21.9,62,6,15.10,,6855,1981-05-19,2100-01-01"
"Feb 1999,428,CSS LAB,27,28.8,,37.0,50,6,22.40,,6855,1981-05-19,2100-01-01"
"Mar 1999,428,CSS LAB,29,51.2,,56.9,52,6,6.90,,6855,1981-05-19,2100-01-01"
"Apr 1999,428,CSS LAB,33,50.6,,63.8,61,0,6.40,,6855,1981-05-19,2100-01-01"
"May 1999,428,CSS LAB,41,40.7,,70.2,68,22,3.50,,6855,1981-05-19,2100-01-01"
"Jun 1999,428,CSS LAB,50,5.3,,73.7,78,26,0.90,,6855,1981-05-19,2100-01-01"
"Jul 1999,428,CSS LAB,58,0.0,,74.6,85,37,0.30,,6855,1981-05-19,2100-01-01"
"Aug 1999,428,CSS LAB,55,0.0,,74.9,81,34,1.30,,6855,1981-05-19,2100-01-01"
"Sep 1999,428,CSS LAB,56,0.0,,76.2,79,32,0.50,,6855,1981-05-19,2100-01-01"
"Oct 1999,428,CSS LAB,48,0.0,,0.0,75,28,2.90,,6855,1981-05-19,2100-01-01"
"Nov 1999,428,CSS LAB,37,0.0,,2.9,70,13,6.10,,6855,1981-05-19,2100-01-01"
"Dec 1999,428,CSS LAB,31,2.9,,9.0,57,14,2.60,,6855,1981-05-19,2100-01-01"
"Jan 2000,428,CSS LAB,29,4.4,,11.6,52,6,19.40,,6855,1981-05-19,2100-01-01"
"Feb 2000,428,CSS LAB,30,20.5,,31.0,57,6,21.50,,6855,1981-05-19,2100-01-01"
"Mar 2000,428,CSS LAB,33,42.0,,51.5,58,13,3.80,,6855,1981-05-19,2100-01-01"
"Apr 2000,428,CSS LAB,39,37.8,,55.3,65,22,3.80,,6855,1981-05-19,2100-01-01"
"May 2000,428,CSS LAB,44,17.3,,59.1,76,14,4.10,,6855,1981-05-19,2100-01-01"
"Jun 2000,428,CSS LAB,57,0.0,,63.2,85,32,0.80,,6855,1981-05-19,2100-01-01"
"Jul 2000,428,CSS LAB,57,0.0,,64.0,84,34,0.20,,6855,1981-05-19,2100-01-01"
"Aug 2000,428,CSS LAB,59,0.0,,64.2,83,39,0.30,,6855,1981-05-19,2100-01-01"
"Sep 2000,428,CSS LAB,52,0.0,,64.5,84,29,2.40,,6855,1981-05-19,2100-01-01"
"Oct 2000,428,CSS LAB,41,0.0,,0.0,74,22,6.00,,6855,1981-05-19,2100-01-01"
"Nov 2000,428,CSS LAB,30,2.1,,6.0,57,10,2.40,,6855,1981-05-19,2100-01-01"
"Dec 2000,428,CSS LAB,32,3.1,,8.4,62,18,3.30,,6855,1981-05-19,2100-01-01"
"Jan 2001,428,CSS LAB,27,5.8,,11.7,63,5,5.70,,6855,1981-05-19,2100-01-01"
"Feb 2001,428,CSS LAB,26,10.9,,17.4,60,0,10.80,,6855,1981-05-19,2100-01-01"
"Mar 2001,428,CSS LAB,36,21.7,,28.1,60,6,4.40,,6855,1981-05-19,2100-01-01"
"Apr 2001,428,CSS LAB,33,13.7,,32.5,63,12,5.90,,6855,1981-05-19,2100-01-01"
"May 2001,428,CSS LAB,52,5.7,,38.4,78,26,0.70,,6855,1981-05-19,2100-01-01"
"Jun 2001,428,CSS LAB,54,0.0,,39.1,81,33,0.60,,6855,1981-05-19,2100-01-01"
"Jul 2001,428,CSS LAB,59,0.0,,39.7,83,38,0.70,,6855,1981-05-19,2100-01-01"
"Aug 2001,428,CSS LAB,62,0.0,,40.4,84,40,0.30,,6855,1981-05-19,2100-01-01"
"Sep 2001,428,CSS LAB,57,0.0,,40.7,80,38,1.20,,6855,1981-05-19,2100-01-01"
"Oct 2001,428,CSS LAB,50,0.0,,0.0,79,30,2.20,,6855,1981-05-19,2100-01-01"
"Nov 2001,428,CSS LAB,,0.0,,2.2,,,10.40,,6855,1981-05-19,2100-01-01"
"Dec 2001,428,CSS LAB,27,4.2,,12.6,48,5,18.80,,6855,1981-05-19,2100-01-01"
"Jan 2002,428,CSS LAB,26,19.7,,31.4,63,-5,7.70,,6855,1981-05-19,2100-01-01"
"Feb 2002,428,CSS LAB,31,24.5,,39.1,58,9,5.00,,6855,1981-05-19,2100-01-01"
"Mar 2002,428,CSS LAB,30,26.7,,44.1,65,4,10.50,,6855,1981-05-19,2100-01-01"
"Apr 2002,428,CSS LAB,37,30.5,,54.6,67,17,4.20,,6855,1981-05-19,2100-01-01"
"May 2002,428,CSS LAB,43,8.1,,58.8,72,20,1.80,,6855,1981-05-19,2100-01-01"
"Jun 2002,428,CSS LAB,55,0.0,,60.6,76,27,0.00,,6855,1981-05-19,2100-01-01"
"Jul 2002,428,CSS LAB,63,0.0,,60.6,90,40,0.10,,6855,1981-05-19,2100-01-01"
"Aug 2002,428,CSS LAB,59,0.0,,60.7,86,37,0.30,,6855,1981-05-19,2100-01-01"
"Sep 2002,428,CSS LAB,55,0.0,,61.0,81,30,0.10,,6855,1981-05-19,2100-01-01"
"Oct 2002,428,CSS LAB,45,0.0,,0.0,75,24,0.00,,6855,1981-05-19,2100-01-01"
"Nov 2002,428,CSS LAB,37,0.0,,0.0,66,17,10.20,,6855,1981-05-19,2100-01-01"
"Dec 2002,428,CSS LAB,28,2.9,,10.2,53,6,22.90,,6855,1981-05-19,2100-01-01"
"Jan 2003,428,CSS LAB,35,22.7,,33.1,65,13,5.70,,6855,1981-05-19,2100-01-01"
"Feb 2003,428,CSS LAB,28,25.7,,38.8,56,8,4.20,,6855,1981-05-19,2100-01-01"
"Mar 2003,428,CSS LAB,33,28.5,,43.0,64,14,7.30,,6855,1981-05-19,2100-01-01"
"Apr 2003,428,CSS LAB,29,24.8,,50.3,54,8,15.10,,6855,1981-05-19,2100-01-01"
"May 2003,428,CSS LAB,42,37.2,,65.4,75,20,3.90,,6855,1981-05-19,2100-01-01"
"Jun 2003,428,CSS LAB,55,5.2,,69.3,80,34,0.00,,6855,1981-05-19,2100-01-01"
"Jul 2003,428,CSS LAB,63,0.0,,69.3,86,40,0.60,,6855,1981-05-19,2100-01-01"
"Aug 2003,428,CSS LAB,58,0.0,,69.9,83,41,2.50,,6855,1981-05-19,2100-01-01"
"Sep 2003,428,CSS LAB,58,0.0,,72.4,83,34,0.20,,6855,1981-05-19,2100-01-01"
"Oct 2003,428,CSS LAB,50,0.0,,0.0,78,22,1.10,,6855,1981-05-19,2100-01-01"
"Nov 2003,428,CSS LAB,30,1.1,,1.0,61,10,4.20,,6855,1981-05-19,2100-01-01"
"Dec 2003,428,CSS LAB,28,2.8,,5.2,56,1,21.00,,6855,1981-05-19,2100-01-01"
"Jan 2004,428,CSS LAB,28,19.9,,26.2,57,-4,8.00,,6855,1981-05-19,2100-01-01"
"Feb 2004,428,CSS LAB,27,27.0,,34.2,49,10,13.70,,6855,1981-05-19,2100-01-01"
"Mar 2004,428,CSS LAB,39,38.2,,47.9,70,17,2.70,,6855,1981-05-19,2100-01-01"
"Apr 2004,428,CSS LAB,39,27.0,,50.6,68,23,2.90,,6855,1981-05-19,2100-01-01"
"May 2004,428,CSS LAB,44,5.9,,53.5,69,26,1.90,,6855,1981-05-19,2100-01-01"
"Jun 2004,428,CSS LAB,54,0.0,,55.4,76,32,0.50,,6855,1981-05-19,2100-01-01"
"Jul 2004,428,CSS LAB,60,0.0,,55.9,81,42,0.30,,6855,1981-05-19,2100-01-01"
"Aug 2004,428,CSS LAB,60,0.0,,56.2,82,39,0.40,,6855,1981-05-19,2100-01-01"
"Sep 2004,428,CSS LAB,53,0.0,,56.6,78,28,0.60,,6855,1981-05-19,2100-01-01"
"Oct 2004,428,CSS LAB,41,0.0,,0.0,79,16,8.70,,6855,1981-05-19,2100-01-01"
"Nov 2004,428,CSS LAB,32,4.2,,8.7,58,6,3.80,,6855,1981-05-19,2100-01-01"
"Dec 2004,428,CSS LAB,30,5.0,,12.5,60,10,13.90,,6855,1981-05-19,2100-01-01"
"Jan 2005,428,CSS LAB,28,18.3,,26.4,68,8,13.20,,6855,1981-05-19,2100-01-01"
"Feb 2005,428,CSS LAB,31,31.4,,39.6,54,15,4.30,,6855,1981-05-19,2100-01-01"
"Mar 2005,428,CSS LAB,33,34.3,,43.9,68,13,13.00,,6855,1981-05-19,2100-01-01"
"Apr 2005,428,CSS LAB,34,42.7,,56.9,62,15,5.10,,6855,1981-05-19,2100-01-01"
"May 2005,428,CSS LAB,42,34.9,,62.0,71,24,10.80,,6855,1981-05-19,2100-01-01"
"Jun 2005,428,CSS LAB,48,1.8,,72.8,77,23,2.30,,6855,1981-05-19,2100-01-01"
"Jul 2005,428,CSS LAB,63,0.0,,75.1,85,41,0.00,,6855,1981-05-19,2100-01-01"
"Aug 2005,428,CSS LAB,60,0.0,,75.1,79,39,0.20,,6855,1981-05-19,2100-01-01"
"Sep 2005,428,CSS LAB,50,0.0,0,75.3,74,29,0.90,,6855,1981-05-19,2100-01-01"
"Oct 2005,428,CSS LAB,45,0.0,0,0.0,68,27,2.50,,6855,1981-05-19,2100-01-01"
"Nov 2005,428,CSS LAB,38,0.0,0,2.5,64,16,5.20,,6855,1981-05-19,2100-01-01"
"Dec 2005,428,CSS LAB,32,1.8,9,7.7,56,17,29.90,,6855,1981-05-19,2100-01-01"
"Jan 2006,428,CSS LAB,30,10.0,32,37.6,55,8,14.50,,6855,1981-05-19,2100-01-01"
"Feb 2006,428,CSS LAB,32,24.5,70,50.9,59,5,8.70,,6855,1981-05-19,2100-01-01"
"Mar 2006,428,CSS LAB,26,27.5,65,59.6,50,8,18.10,,6855,1981-05-19,2100-01-01"
"Apr 2006,428,CSS LAB,36,45.6,121,77.0,66,20,17.00,,6855,1981-05-19,2100-01-01"
"May 2006,428,CSS LAB,45,46.2,97,94.0,75,25,2.10,,6855,1981-05-19,2100-01-01"
"Jun 2006,428,CSS LAB,55,5.9,10,96.1,85,32,0.50,,6855,1981-05-19,2100-01-01"
"Jul 2006,428,CSS LAB,61,0.0,0,96.6,83,41,0.10,,6855,1981-05-19,2100-01-01"
"Aug 2006,428,CSS LAB,57,0.0,0,96.7,78,36,0.50,,6855,1981-05-19,2100-01-01"
"Sep 2006,428,CSS LAB,54,0.0,0,97.2,79,29,0.40,,6855,1981-05-19,2100-01-01"
"Oct 2006,428,CSS LAB,44,0.0,0,0.0,66,28,1.40,,6855,1981-05-19,2100-01-01"
"Nov 2006,428,CSS LAB,36,0.0,0,1.4,62,11,8.00,,6855,1981-05-19,2100-01-01"
"Dec 2006,428,CSS LAB,31,2.5,14,9.4,58,12,9.10,,6855,1981-05-19,2100-01-01"
"Jan 2007,428,CSS LAB,29,9.2,37,18.5,57,5,2.20,,6855,1981-05-19,2100-01-01"
"Feb 2007,428,CSS LAB,32,11.4,32,20.7,61,14,17.80,,6855,1981-05-19,2100-01-01"
"Mar 2007,428,CSS LAB,38,27.6,101,38.5,64,12,2.70,,6855,1981-05-19,2100-01-01"
"Apr 2007,428,CSS LAB,39,19.6,45,41.2,67,15,4.60,,6855,1981-05-19,2100-01-01"
"May 2007,428,CSS LAB,47,4.1,9,45.8,73,24,2.10,,6855,1981-05-19,2100-01-01"
"Jun 2007,428,CSS LAB,54,0.0,0,47.9,74,28,0.50,,6855,1981-05-19,2100-01-01"
"Jul 2007,428,CSS LAB,61,0.0,0,48.4,86,42,0.00,,6855,1981-05-19,2100-01-01"
"Aug 2007,428,CSS LAB,59,0.0,0,48.4,81,40,0.50,,6855,1981-05-19,2100-01-01"
"Sep 2007,428,CSS LAB,51,0.0,0,48.9,78,29,1.10,,6855,1981-05-19,2100-01-01"
"Oct 2007,428,CSS LAB,42,0.0,0,0.0,75,25,6.20,,6855,1981-05-19,2100-01-01"
"Nov 2007,428,CSS LAB,39,0.0,0,6.2,64,19,2.00,,6855,1981-05-19,2100-01-01"
"Dec 2007,428,CSS LAB,27,0.0,0,8.2,50,5,9.20,,6855,1981-05-19,2100-01-01"
"Jan 2008,428,CSS LAB,26,8.5,35,17.4,50,10,19.30,,6855,1981-05-19,2100-01-01"
"Feb 2008,428,CSS LAB,31,27.8,104,35.5,62,12,9.80,,6855,1981-05-19,2100-01-01"
"Mar 2008,428,CSS LAB,,37.0,97,45.3,,,3.20,,6855,1981-05-19,2100-01-01"
"Apr 2008,428,CSS LAB,37,33.3,75,48.5,61,17,1.30,,6855,1981-05-19,2100-01-01"
"May 2008,428,CSS LAB,45,11.3,24,49.8,76,26,1.60,,6855,1981-05-19,2100-01-01"
"Jun 2008,428,CSS LAB,54,0.0,0,51.4,79,32,0.00,,6855,1981-05-19,2100-01-01"
"Jul 2008,428,CSS LAB,60,0.0,0,51.4,83,42,0.10,,6855,1981-05-19,2100-01-01"
"Aug 2008,428,CSS LAB,61,0.0,0,51.5,86,38,0.00,,6855,1981-05-19,2100-01-01"
"Sep 2008,428,CSS LAB,56,0.0,0,51.5,80,35,0.10,,6855,1981-05-19,2100-01-01"
"Oct 2008,428,CSS LAB,45,0.0,0,0.0,72,23,3.30,,6855,1981-05-19,2100-01-01"
"Nov 2008,428,CSS LAB,40,0.0,0,3.3,65,18,7.10,,6855,1981-05-19,2100-01-01"
"Dec 2008,428,CSS LAB,30,0.0,0,10.4,65,3,11.90,,6855,1981-05-19,2100-01-01"
"Jan 2009,428,CSS LAB,34,11.9,44,20.8,61,7,5.10,,6855,1981-05-19,2100-01-01"
"Feb 2009,428,CSS LAB,30,14.0,39,25.9,61,5,14.20,,6855,1981-05-19,2100-01-01"
"Mar 2009,428,CSS LAB,33,27.7,77,40.1,55,7,12.10,,6855,1981-05-19,2100-01-01"
"Apr 2009,428,CSS LAB,38,34.8,77,52.2,67,20,2.50,,6855,1981-05-19,2100-01-01"
"May 2009,428,CSS LAB,48,17.7,38,54.7,75,32,6.70,,6855,1981-05-19,2100-01-01"
"Jun 2009,428,CSS LAB,52,0.0,0,61.4,80,35,2.10,,6855,1981-05-19,2100-01-01"
"Jul 2009,428,CSS LAB,61,0.0,0,63.5,83,37,0.30,,6855,1981-05-19,2100-01-01"
"Aug 2009,428,CSS LAB,59,0.0,0,63.8,83,38,0.80,,6855,1981-05-19,2100-01-01"
"Sep 2009,428,CSS LAB,58,0.0,0,64.6,82,30,0.10,,6855,1981-05-19,2100-01-01"
"Oct 2009,428,CSS LAB,43,0.0,0,0.0,66,22,5.80,,6855,1981-05-19,2100-01-01"
"Nov 2009,428,CSS LAB,38,0.0,0,5.8,70,18,3.80,,6855,1981-05-19,2100-01-01"
"Dec 2009,428,CSS LAB,29,2.3,9,9.6,56,-2,11.10,,6855,1981-05-19,2100-01-01"
"Jan 2010,428,CSS LAB,32,13.4,49,20.3,56,15,12.40,,6855,1981-05-19,2100-01-01"
"Feb 2010,428,CSS LAB,32,25.8,82,32.7,54,18,7.20,,6855,1981-05-19,2100-01-01"
"Mar 2010,428,CSS LAB,33,32.9,90,39.9,58,8,9.80,,6855,1981-05-19,2100-01-01"
"Apr 2010,428,CSS LAB,35,39.9,96,49.7,61,15,10.30,,6855,1981-05-19,2100-01-01"
"May 2010,428,CSS LAB,39,39.3,84,60.0,60,20,5.90,,6855,1981-05-19,2100-01-01"
"Jun 2010,428,CSS LAB,51,19.9,39,65.9,80,32,1.10,,6855,1981-05-19,2100-01-01"
"Jul 2010,428,CSS LAB,61,0.0,0,67.0,83,41,0.00,,6855,1981-05-19,2100-01-01"
"Aug 2010,428,CSS LAB,57,0.0,0,67.0,82,35,0.30,,6855,1981-05-19,2100-01-01"
"Sep 2010,428,CSS LAB,54,0.0,0,67.3,82,34,0.40,,6855,1981-05-19,2100-01-01"
"Oct 2010,428,CSS LAB,46,0.0,0,0.0,77,24,11.80,,6855,1981-05-19,2100-01-01"
"Nov 2010,428,CSS LAB,34,0.0,0,11.8,70,2,11.90,,6855,1981-05-19,2100-01-01"
"Dec 2010,428,CSS LAB,31,10.7,48,23.7,60,1,20.60,,6855,1981-05-19,2100-01-01"
"Jan 2011,428,CSS LAB,33,31.1,99,44.3,60,10,2.90,,6855,1981-05-19,2100-01-01"
"Feb 2011,428,CSS LAB,29,33.2,84,47.2,54,-2,13.70,,6855,1981-05-19,2100-01-01"
"Mar 2011,428,CSS LAB,32,46.9,135,59.3,66,15,24.00,,6855,1981-05-19,2100-01-01"
"Apr 2011,428,CSS LAB,36,70.9,,79.4,62,11,6.80,,6855,1981-05-19,2100-01-01"
"May 2011,428,CSS LAB,40,66.6,137,86.2,62,21,5.40,,6855,1981-05-19,2100-01-01"
"Jun 2011,428,CSS LAB,47,47.7,95,91.6,72,29,5.20,,6855,1981-05-19,2100-01-01"
"Jul 2011,428,CSS LAB,57,0.0,0,96.8,80,40,0.00,,6855,1981-05-19,2100-01-01"
"Aug 2011,428,CSS LAB,58,0.0,0,96.8,77,41,0.10,,6855,1981-05-19,2100-01-01"
"Sep 2011,428,CSS LAB,56,0.0,0,96.9,77,38,2.10,,6855,1981-05-19,2100-01-01"
"Oct 2011,428,CSS LAB,45,0.0,0,0.0,69,29,5.30,,6855,1981-05-19,2100-01-01"
"Nov 2011,428,CSS LAB,34,0.0,0,5.3,62,15,3.80,,6855,1981-05-19,2100-01-01"
"Dec 2011,428,CSS LAB,33,2.3,9,9.1,55,17,0.40,,6855,1981-05-19,2100-01-01"
"Jan 2012,428,CSS LAB,35,2.0,6,9.5,63,10,8.40,,6855,1981-05-19,2100-01-01"
"Feb 2012,428,CSS LAB,32,5.5,18,17.9,56,10,4.80,,6855,1981-05-19,2100-01-01"
"Mar 2012,428,CSS LAB,33,9.6,51,22.7,57,14,16.40,,6855,1981-05-19,2100-01-01"
"Apr 2012,428,CSS LAB,38,24.2,77,39.1,67,9,6.70,,6855,1981-05-19,2100-01-01"
"May 2012,428,CSS LAB,48,12.5,29,45.8,77,31,0.00,,6855,1981-05-19,2100-01-01"
"Jun 2012,428,CSS LAB,53,0.0,0,45.8,79,29,1.30,,6855,1981-05-19,2100-01-01"
"Jul 2012,428,CSS LAB,59,0.0,0,47.1,80,43,0.50,,6855,1981-05-19,2100-01-01"
"Aug 2012,428,CSS LAB,62,0.0,0,47.6,82,41,0.30,,6855,1981-05-19,2100-01-01"
"Sep 2012,428,CSS LAB,58,0.0,0,47.9,77,42,0.30,,6855,1981-05-19,2100-01-01"
"Oct 2012,428,CSS LAB,47,0.0,0,0.0,79,28,4.40,,6855,1981-05-19,2100-01-01"
"Nov 2012,428,CSS LAB,38,1.3,11,4.4,66,12,13.60,,6855,1981-05-19,2100-01-01"
"Dec 2012,428,CSS LAB,28,3.9,17,18.0,54,6,17.30,,6855,1981-05-19,2100-01-01"
"Jan 2013,428,CSS LAB,30,18.0,72,35.3,56,-2,1.90,,6855,1981-05-19,2100-01-01"
"Feb 2013,428,CSS LAB,31,18.9,53,37.2,56,12,1.10,,6855,1981-05-19,2100-01-01"
"Mar 2013,428,CSS LAB,38,19.0,50,38.3,61,21,5.00,,6855,1981-05-19,2100-01-01"
"Apr 2013,428,CSS LAB,43,12.6,35,43.3,68,23,1.30,,6855,1981-05-19,2100-01-01"
"May 2013,428,CSS LAB,48,0.0,0,44.6,70,28,2.50,,6855,1981-05-19,2100-01-01"
"Jun 2013,428,CSS LAB,57,0.0,0,47.1,84,34,1.80,,6855,1981-05-19,2100-01-01"
"Jul 2013,428,CSS LAB,63,0.0,0,48.9,86,42,0.00,,6855,1981-05-19,2100-01-01"
"Aug 2013,428,CSS LAB,58,0.0,0,48.9,82,40,0.70,,6855,1981-05-19,2100-01-01"
"Sep 2013,428,CSS LAB,53,0.0,0,49.6,77,32,2.80,,6855,1981-05-19,2100-01-01"
"Oct 2013,428,CSS LAB,44,0.0,0,0.0,68,24,2.00,,6855,1981-05-19,2100-01-01"
"Nov 2013,428,CSS LAB,39,0.8,8,2.0,60,24,1.70,,6855,1981-05-19,2100-01-01"
"Dec 2013,428,CSS LAB,31,0.9,7,3.7,63,-4,2.40,,6855,1981-05-19,2100-01-01"
"Jan 2014,428,CSS LAB,37,2.6,13,6.1,60,18,2.90,,6855,1981-05-19,2100-01-01"
"Feb 2014,428,CSS LAB,34,0.8,12,9.0,54,14,13.40,,6855,1981-05-19,2100-01-01"
"Mar 2014,428,CSS LAB,,7.7,37,22.4,,,,,6855,1981-05-19,2100-01-01"
"Jul 1980,809,TAHOE CITY CROSS,,0.2,,50.9,,,0.30,,6797,1980-06-04,2100-01-01"
"Aug 1980,809,TAHOE CITY CROSS,,0.0,,51.2,,,0.70,,6797,1980-06-04,2100-01-01"
"Sep 1980,809,TAHOE CITY CROSS,,0.0,,51.9,,,0.30,,6797,1980-06-04,2100-01-01"
"Oct 1980,809,TAHOE CITY CROSS,,0.0,,0.0,,,1.50,,6797,1980-06-04,2100-01-01"
"Nov 1980,809,TAHOE CITY CROSS,,0.0,,1.5,,,1.50,,6797,1980-06-04,2100-01-01"
"Dec 1980,809,TAHOE CITY CROSS,,0.2,,3.0,,,7.90,,6797,1980-06-04,2100-01-01"
"Jan 1981,809,TAHOE CITY CROSS,,8.1,,5.7,,,7.10,,6797,1980-06-04,2100-01-01"
"Feb 1981,809,TAHOE CITY CROSS,,3.3,,12.8,,,3.20,,6797,1980-06-04,2100-01-01"
"Mar 1981,809,TAHOE CITY CROSS,,0.0,,16.0,,,4.30,,6797,1980-06-04,2100-01-01"
"Apr 1981,809,TAHOE CITY CROSS,,,,20.3,,,1.50,,6797,1980-06-04,2100-01-01"
"May 1981,809,TAHOE CITY CROSS,,,,21.8,,,2.50,,6797,1980-06-04,2100-01-01"
"Jun 1981,809,TAHOE CITY CROSS,,,,24.3,,,0.20,,6797,1980-06-04,2100-01-01"
"Jul 1981,809,TAHOE CITY CROSS,,0.0,,24.5,,,0.00,,6797,1980-06-04,2100-01-01"
"Aug 1981,809,TAHOE CITY CROSS,,0.0,,24.5,,,0.00,,6797,1980-06-04,2100-01-01"
"Sep 1981,809,TAHOE CITY CROSS,,0.0,,24.5,,,0.40,,6797,1980-06-04,2100-01-01"
"Oct 1981,809,TAHOE CITY CROSS,,0.0,,0.0,,,4.70,,6797,1980-06-04,2100-01-01"
"Nov 1981,809,TAHOE CITY CROSS,,1.1,,4.7,,,15.60,,6797,1980-06-04,2100-01-01"
"Dec 1981,809,TAHOE CITY CROSS,,1.1,,20.3,,,13.90,,6797,1980-06-04,2100-01-01"
"Jan 1982,809,TAHOE CITY CROSS,,5.3,,34.2,,,9.00,,6797,1980-06-04,2100-01-01"
"Feb 1982,809,TAHOE CITY CROSS,,14.3,,42.9,,,6.00,,6797,1980-06-04,2100-01-01"
"Mar 1982,809,TAHOE CITY CROSS,,10.6,,48.9,,,11.70,,6797,1980-06-04,2100-01-01"
"Apr 1982,809,TAHOE CITY CROSS,,19.3,,60.6,,,5.30,,6797,1980-06-04,2100-01-01"
"May 1982,809,TAHOE CITY CROSS,,9.1,,65.9,,,0.50,,6797,1980-06-04,2100-01-01"
"Jun 1982,809,TAHOE CITY CROSS,,0.0,,66.4,,,2.00,,6797,1980-06-04,2100-01-01"
"Jul 1982,809,TAHOE CITY CROSS,,0.0,,68.4,,,0.30,,6797,1980-06-04,2100-01-01"
"Aug 1982,809,TAHOE CITY CROSS,,0.0,,68.7,,,0.40,,6797,1980-06-04,2100-01-01"
"Sep 1982,809,TAHOE CITY CROSS,,0.0,,69.1,,,4.80,,6797,1980-06-04,2100-01-01"
"Oct 1982,809,TAHOE CITY CROSS,,0.0,,0.0,,,5.80,,6797,1980-06-04,2100-01-01"
"Nov 1982,809,TAHOE CITY CROSS,,0.0,,5.8,,,7.50,,6797,1980-06-04,2100-01-01"
"Dec 1982,809,TAHOE CITY CROSS,,6.3,,13.3,,,7.40,,6797,1980-06-04,2100-01-01"
"Jan 1983,809,TAHOE CITY CROSS,,13.7,,20.6,,,7.20,,6797,1980-06-04,2100-01-01"
"Feb 1983,809,TAHOE CITY CROSS,,20.3,,27.8,,,10.80,,6797,1980-06-04,2100-01-01"
"Mar 1983,809,TAHOE CITY CROSS,,28.7,,38.6,,,7.70,,6797,1980-06-04,2100-01-01"
"Apr 1983,809,TAHOE CITY CROSS,,35.2,,46.3,,,3.90,,6797,1980-06-04,2100-01-01"
"May 1983,809,TAHOE CITY CROSS,,32.6,,50.2,,,1.10,,6797,1980-06-04,2100-01-01"
"Jun 1983,809,TAHOE CITY CROSS,,1.8,,51.3,,,0.70,,6797,1980-06-04,2100-01-01"
"Jul 1983,809,TAHOE CITY CROSS,,0.0,,52.0,,,0.20,,6797,1980-06-04,2100-01-01"
"Aug 1983,809,TAHOE CITY CROSS,,0.0,,52.2,,,1.10,,6797,1980-06-04,2100-01-01"
"Sep 1983,809,TAHOE CITY CROSS,,0.0,,53.3,,,1.10,,6797,1980-06-04,2100-01-01"
